427
1160.0 1511.0 63.125,        67 347,               stand,  0.0 0.0 0.0,            ,
1195.06 -854.152 74.5252,    83 337,               stand,  0.0 0.0 0.0,            ,
1261.64 -658.246 64.6338,    82 83 340,            stand,  0.0 0.0 0.0,            ,
1321.51 -630.025 99.625,     339 341,              stand,  0.0 0.0 0.0,            ,
1217.13 -407.532 99.625,     340 342 345,          stand,  0.0 0.0 0.0,            ,
1150.64 -443.294 73.6144,    8 341,                stand,  0.0 0.0 0.0,            ,
1122.17 -231.953 63.125,     79 344 346,           climb,  -13.3661 -67.9578 0.0,  ,
1132.73 -252.56 117.625,     343 345,              climb,  3.08044 -60.7782 0.0,   ,
1175.08 -325.081 99.625,     341 344,              stand,  0.0 0.0 0.0,            ,
1177.5 3.95925 63.125,       77 343,               stand,  0.0 0.0 0.0,            ,
1317.86 1573.01 63.125,      0 68,                 stand,  0.0 0.0 0.0,            ,
1311.84 1821.73 63.125,      63 64,                stand,  0.0 0.0 0.0,            ,
133.035 -1346.45 92.125,     278 350,              stand,  0.0 0.0 0.0,            ,
58.3151 -1191.19 90.125,     349 351,              stand,  0.0 0.0 0.0,            ,
42.7487 -1029.53 125.625,    350 352,              stand,  0.0 0.0 0.0,            ,
42.2667 -938.206 173.625,    351 353,              stand,  0.0 0.0 0.0,            ,
41.6542 -834.067 173.625,    352 354,              stand,  0.0 0.0 0.0,            ,
-33.8982 -761.74 173.625,    353 355,              stand,  0.0 0.0 0.0,            ,
-204.133 -767.47 173.625,    354 356,              stand,  0.0 0.0 0.0,            ,
-168.716 -516.864 173.625,   167 355,              stand,  0.0 0.0 0.0,            ,
-377.499 290.159 157.846,    189 358,              stand,  0.0 0.0 0.0,            ,
-428.088 156.184 86.3504,    357 359 394,          stand,  0.0 0.0 0.0,            ,
-430.071 -12.0178 90.125,    174 358 362,          stand,  0.0 0.0 0.0,            ,
-809.855 -28.6323 90.125,    144 174 361,          stand,  0.0 0.0 0.0,            ,
-799.373 -202.692 90.125,    130 360,              stand,  0.0 0.0 0.0,            ,
-377.347 -50.4521 90.125,    359 363,              stand,  0.0 0.0 0.0,            ,
-242.033 -136.649 45.6262,   362 398,              stand,  0.0 0.0 0.0,            ,
-86.3936 -200.48 3.625,      365 398 399,          stand,  0.0 0.0 0.0,            ,
76.1693 -251.743 3.625,      183 364,              stand,  0.0 0.0 0.0,            ,
-1693.82 -129.096 90.125,    13 14,                stand,  0.0 0.0 0.0,            ,
-1248.81 175.364 14.4355,    134 368,              climb,  -41.7261 177.693 0.0,   ,
-1280.46 177.647 91.6252,    367 369,              climb,  -6.17981 -178.55 0.0,   ,
-1464.14 203.059 90.125,     17 368 375,           stand,  0.0 0.0 0.0,            ,
-1257.87 -272.042 55.8223,   131 371,              climb,  -1.88536 176.814 0.0,   ,
-1277.39 -276.468 91.625,    370 372 374,          climb,  1.64124 -175.463 0.0,   ,
-1446.27 -280.979 90.125,    125 371 373,          stand,  0.0 0.0 0.0,            ,
-1591.39 -270.307 90.125,    12 13 372,            stand,  0.0 0.0 0.0,            ,
-1348.58 -210.153 91.625,    371 375 376,          stand,  0.0 0.0 0.0,            ,
-1335.46 92.8153 91.625,     369 374,              stand,  0.0 0.0 0.0,            ,
-1384.8 -77.5677 91.625,     12 374,               stand,  0.0 0.0 0.0,            ,
-1287.48 -1197.47 90.125,    117 120,              stand,  0.0 0.0 0.0,            ,
-733.108 -1234.33 90.125,    117 306,              stand,  0.0 0.0 0.0,            ,
-660.562 -1482.45 90.125,    306 380 391,          stand,  0.0 0.0 0.0,            ,
-669.389 -1560.65 118.378,   379 381,              stand,  0.0 0.0 0.0,            ,
-670.045 -1646.01 93.168,    300 380 390,          stand,  0.0 0.0 0.0,            ,
17.6574 -2532.2 0.125001,    97 383,               stand,  0.0 0.0 0.0,            ,
177.146 -2595.18 0.125001,   382 384,              stand,  0.0 0.0 0.0,            ,
345.409 -2599.99 -4.84357,   383 421 426,          stand,  0.0 0.0 0.0,            ,
-240.199 -2326.87 72.9155,   97 326 386,           stand,  0.0 0.0 0.0,            ,
-74.1668 -2111.02 36.625,    95 96 296 297 385,    stand,  0.0 0.0 0.0,            ,
-213.772 -1895.53 43.552,    297 388,              stand,  0.0 0.0 0.0,            ,
-258.149 -1735.35 60.3392,   387 389,              stand,  0.0 0.0 0.0,            ,
-355.915 -1626.59 80.6903,   388 390,              stand,  0.0 0.0 0.0,            ,
-522.726 -1659.95 85.3303,   381 389,              stand,  0.0 0.0 0.0,            ,
-591.03 -1479.73 90.125,     379 392,              stand,  0.0 0.0 0.0,            ,
-420.306 -1460.69 90.125,    275 391 393,          stand,  0.0 0.0 0.0,            ,
-254.851 -1421.73 90.125,    276 392,              stand,  0.0 0.0 0.0,            ,
-392.159 155.063 85.125,     358 395,              stand,  0.0 0.0 0.0,            ,
-266.921 162.588 112.608,    394 396,              stand,  0.0 0.0 0.0,            ,
-95.8287 164.354 97.7848,    188 395,              stand,  0.0 0.0 0.0,            ,
-466.32 -318.586 3.625,      176 177,              stand,  0.0 0.0 0.0,            ,
-181.421 -174.747 3.625,     363 364,              stand,  0.0 0.0 0.0,            ,
79.9823 -116.474 3.625,      185 364,              stand,  0.0 0.0 0.0,            ,
-1066.31 1707.81 90.125,     33 401,               stand,  0.0 0.0 0.0,            ,
-1088.98 1471.36 90.125,     30 400,               stand,  0.0 0.0 0.0,            ,
-961.5 2163.11 90.125,       40 403,               stand,  0.0 0.0 0.0,            ,
-998.183 2013.7 90.125,      36 402,               stand,  0.0 0.0 0.0,            ,
-236.343 2126.92 90.125,     43 309,               stand,  0.0 0.0 0.0,            ,
-318.657 3123.36 199.548,    406 408,              stand,  0.0 0.0 0.0,            ,
-172.177 3119.86 178.835,    405 407,              stand,  0.0 0.0 0.0,            ,
37.0323 3109.01 90.125,      3 406,                stand,  0.0 0.0 0.0,            ,
-299.855 3007.06 168.759,    49 405,               stand,  0.0 0.0 0.0,            ,
191.623 2078.3 202.642,      312 410 413,          stand,  0.0 0.0 0.0,            ,
381.123 1949.69 234.358,     409 411,              stand,  0.0 0.0 0.0,            ,
376.035 1658.91 229.784,     410 412,              stand,  0.0 0.0 0.0,            ,
477.984 1645.93 205.674,     411 413,              stand,  0.0 0.0 0.0,            ,
478.842 2044.47 205.458,     409 412,              stand,  0.0 0.0 0.0,            ,
646.523 1373.86 63.125,      229 415,              stand,  0.0 0.0 0.0,            ,
720.143 1519.41 63.6108,     414 416,              stand,  0.0 0.0 0.0,            ,
741.857 1680.93 67.004,      227 415 417,          stand,  0.0 0.0 0.0,            ,
745.15 1841.64 64.7108,      416 418,              stand,  0.0 0.0 0.0,            ,
721.262 1999.78 63.125,      58 417,               stand,  0.0 0.0 0.0,            ,
915.004 1934.62 63.125,      61 63,                stand,  0.0 0.0 0.0,            ,
-782.906 1365.79 90.125,     246 247,              stand,  0.0 0.0 0.0,            ,
419.958 -2578.45 -20.9225,   384 422,              stand,  0.0 0.0 0.0,            ,
491.235 -2443.39 -17.2235,   421 423,              stand,  0.0 0.0 0.0,            ,
440.59 -2288.8 -8.98834,     422 424,              stand,  0.0 0.0 0.0,            ,
479.065 -2138.69 -0.288204,  93 423 425,           stand,  0.0 0.0 0.0,            ,
614.923 -2049.65 8.44365,    92 424,               stand,  0.0 0.0 0.0,            ,
309.476 -2464.73 4.86221,    93 384,               stand,  0.0 0.0 0.0,            ,
