511
1682.46 4110.21 215.801,     1 469,                        stand,   0.0 0.0 0.0,             ,
-4.87499 -2010.88 115.399,   153 314,                      crouch,  1.77307 33.3043 0.0,     ,
279.367 -2001.87 114.915,    153 312 313 315,              climb,   -85.0 -90.6709 0.0,      ,
278.6 -2004.62 393.125,      314 316,                      climb,   85.0 90.7793 0.0,        ,
261.605 -2116.91 357.125,    315 317 321 353 354,          stand,   23.1854 175.72 0.0,      ,
17.4663 -2119.35 357.125,    316 318 326 352 353,          stand,   23.1854 -112.797 0.0,    ,
11.5808 -2343.02 357.125,    317 322 325 326,              stand,   24.0533 -10.5805 0.0,    ,
326.371 -2311.95 357.125,    320 326 327,                  stand,   19.3896 -0.0446548 0.0,  ,
580.466 -2304.6 357.125,     319 321,                      stand,   17.8351 84.9016 0.0,     ,
580.352 -2112.82 357.125,    316 320 354,                  stand,   16.6266 168.293 0.0,     ,
182.809 -2540.29 329.125,    318 323 324 325 326,          stand,   23.5315 -90.8961 0.0,    ,
172.746 -2662.37 329.125,    322 324 325,                  stand,   21.2903 -158.061 0.0,    ,
23.4349 -2690.46 329.125,    322 323 325,                  stand,   19.3896 143.063 0.0,     ,
-5.97036 -2552.14 329.125,   318 322 323 324 326,          stand,   16.4563 85.0499 0.0,     ,
151.749 -2334.49 357.125,    317 318 319 322 325 327,      stand,   19.3896 -38.5847 0.0,    ,
265.602 -2432.28 393.125,    319 326 328,                  climb,   85.0 -89.0119 0.0,       ,
268.44 -2434.13 118.816,     222 327,                      stand,   -85.0 89.6917 0.0,       ,
321.087 -2688.03 107.67,     222 223 330,                  stand,   17.9089 -31.3392 0.0,    ,
360.144 -2881.55 103.963,    219 220 329 331,              stand,   16.3544 -18.9082 0.0,    ,
5.18399 -2866.9 97.5183,     218 330,                      stand,   4.61548 -98.8447 0.0,    ,
130.875 -3516.88 90.0375,    217,                          crouch,  5.47791 129.935 0.0,     ,
-92.2349 -3481.53 90.0375,   216 217 334,                  stand,   16.5302 91.076 0.0,      ,
-95.6774 -3389.28 90.0375,   333 335,                      stand,   23.4351 97.1184 0.0,     ,
-184.875 -3380.77 90.0375,   334,                          crouch,  3.2312 -6.13657 0.0,     ,
130.874 -3639.22 90.0375,    216,                          crouch,  0.98999 177.407 0.0,     ,
-320.875 -3687.88 90.0375,   215,                          crouch,  1.67664 46.7022 0.0,     ,
-619.875 -3687.88 90.0375,   211 212 339,                  crouch,  -0.218506 55.8483 0.0,   ,
-395.125 -3687.88 90.0375,   211 212 338,                  crouch,  -1.427 115.762 0.0,      ,
-572.285 -3411.59 90.0375,   211 212,                      stand,   13.9374 -79.5197 0.0,    ,
-595.405 -3272.85 90.7742,   213,                          stand,   4.4397 47.5646 0.0,      ,
-227.918 -2316.18 116.327,   160 161 343,                  stand,   34.8279 -178.798 0.0,    ,
-281.875 -2314.36 120.199,   342 344,                      climb,   -85.0 179.126 0.0,       ,
-282.56 -2315.73 330.125,    343 345 349,                  climb,   85.0 0.239265 0.0,       ,
-456.925 -2319.62 310.125,   344 347 348 349,              climb,   12.4792 178.075 0.0,     ,
-940.231 -2316.62 310.125,   347 348 351 356,              stand,   19.0381 61.8726 0.0,     ,
-643.039 -2314.73 310.125,   345 346 348 349,              stand,   14.2041 39.5978 0.0,     ,
-633.173 -2194.41 310.125,   345 346 347 349 351,          stand,   17.1429 18.1909 0.0,     ,
-443.819 -2199.88 310.125,   344 345 347 348 350,          stand,   20.4224 25.6122 0.0,     ,
-363.692 -2058.93 310.125,   349,                          prone,   4.71193 77.9346 0.0,     ,
-864.886 -2059.76 310.125,   346 348 356,                  prone,   12.4792 75.3473 0.0,     ,
-23.4476 -2085.39 365.125,   317,                          prone,   8.50769 87.262 0.0,      ,
145.382 -2088.02 365.125,    316 317,                      prone,   8.68347 91.2335 0.0,     ,
491.858 -2084.91 365.125,    316 321,                      prone,   10.0623 91.2335 0.0,     ,
-1052.67 -2090.21 338.125,   356 357,                      climb,   85.0 -178.975 0.0,       ,
-989.472 -2100.82 310.125,   346 351 355,                  stand,   32.1667 -50.0012 0.0,    ,
-1064.13 -2091.22 132.03,    165 166 355,                  climb,   -85.0 -0.46386 0.0,      ,
-905.482 -2485.03 114.412,   164 165 359 502,              stand,   13.2452 -4.342 0.0,      ,
-663.208 -2787.67 91.601,    213 358 501,                  stand,   14.9756 -72.3693 0.0,    ,
-1104.88 -3696.88 103.788,   210,                          crouch,  4.78575 64.5587 0.0,     ,
-1207.23 -2511.25 121.259,   164 165 362,                  stand,   14.4537 100.297 0.0,     ,
-1328.88 -2118.13 118.306,   361,                          crouch,  4.96153 -73.9239 0.0,    ,
-1432.28 -2448.99 120.149,   163 364,                      stand,   12.3828 88.3771 0.0,     ,
-1411.47 -1995.94 100.515,   166 205 207 363,              stand,   6.85667 12.923 0.0,      ,
-757.213 -1351.61 136.028,   203 204 366,                  stand,   31.0321 7.75394 0.0,     ,
-742.986 -1458.59 121.32,    203 279 280 365,              stand,   32.757 -80.6475 0.0,     ,
-911.705 -929.242 211.125,   285 368,                      climb,   85.0 100.643 0.0,        ,
-914.693 -921.746 -18.6455,  367 369,                      climb,   -85.0 -81.1859 0.0,      ,
-920.037 -851.262 -25.8504,  131 132 368,                  stand,   16.6949 -19.7174 0.0,    ,
-141.635 -525.87 0.124999,   133 170 288 371,              stand,   8.06519 28.6225 0.0,     ,
73.9256 -297.63 -7.875,      170 173 370,                  stand,   8.23547 128.944 0.0,     ,
304.927 43.578 73.392,       61 373,                       stand,   5.99426 119.974 0.0,     ,
426.046 -173.044 -15.875,    170 172 372 376 377,          stand,   12.8992 -123.483 0.0,    ,
777.187 19.5491 90.9499,     375 376,                      stand,   32.2351 169.517 0.0,     ,
799.819 -77.3293 108.032,    374,                          crouch,  10.9985 125.319 0.0,     ,
638.076 28.147 23.4824,      172 373 374 377,              stand,   42.4249 -178.047 0.0,    ,
755.521 -133.424 -15.8954,   373 376 378,                  stand,   6.85669 5.66105 0.0,     ,
1023.22 -98.679 -15.9706,    53 57 377,                    stand,   12.7289 -60.6414 0.0,    ,
1429.31 165.913 100.596,     52 196 381,                   stand,   6.16455 115.821 0.0,     ,
2000.24 356.056 112.661,     51 198 199 381,               stand,   10.6525 171.071 0.0,     ,
1663.35 280.297 76.4959,     51 52 379 380,                stand,   12.5531 -160.782 0.0,    ,
1427.81 666.591 100.572,     195 196 198,                  stand,   10.1361 177.641 0.0,     ,
3060.76 -248.644 72.4759,    49 239 241 242 384,           stand,   8.23547 -179.233 0.0,    ,
2757.21 -468.027 163.256,    238 239 242 383,              stand,   19.1174 -26.43 0.0,      ,
2795.8 -869.91 80.7432,      238 239 243 253,              stand,   5.30212 -40.3991 0.0,    ,
3332.08 -1372.64 190.899,    252 253,                      crouch,  8.06519 139.683 0.0,     ,
2824.88 -1520.88 52.544,     243,                          crouch,  3.57727 140.381 0.0,     ,
2251.39 -926.247 170.754,    236 237 238 243 389,          stand,   4.95605 -99.0881 0.0,    ,
2264.0 -1481.15 134.946,     243 244 254 388,              stand,   22.9132 -90.2826 0.0,    ,
2173.23 -1904.59 76.007,     235 244 245,                  stand,   5.12634 139.892 0.0,     ,
2304.23 -2793.39 128.88,     246 248,                      stand,   20.3259 157.981 0.0,     ,
2072.55 -2958.14 113.808,    231 233 248,                  stand,   19.8041 139.887 0.0,     ,
2001.4 -3423.99 150.398,     247,                          crouch,  0.814209 67.3822 0.0,    ,
1912.9 -3806.88 140.121,     232 395,                      crouch,  7.02698 131.279 0.0,     ,
1754.13 -3806.88 125.061,    232 394,                      crouch,  3.2312 82.2412 0.0,      ,
1646.13 -3710.88 124.099,    232,                          crouch,  1.33057 62.2132 0.0,     ,
1288.18 -3046.98 146.064,    229 230 398 399,              stand,   10.1361 144.583 0.0,     ,
1556.68 -2739.03 138.68,     138 139 233 397 403,          stand,   15.3162 83.9936 0.0,     ,
1192.74 -3290.22 129.125,    228 230 397,                  stand,   16.3544 -155.338 0.0,    ,
1039.88 -3710.88 129.125,    227,                          crouch,  1.16028 127.483 0.0,     ,
623.125 -3710.88 118.856,    226,                          crouch,  -1.60278 72.2327 0.0,    ,
735.362 -3041.86 119.753,    219 220 229,                  stand,   5.47241 39.4275 0.0,     ,
1628.41 -2981.61 95.3448,    231 233 398,                  stand,   15.8325 -49.1662 0.0,    ,
2966.48 2535.96 122.92,      38 39 405,                    stand,   37.937 8.52848 0.0,      ,
3329.76 2575.53 -15.875,     43 44 404,                    stand,   23.0835 -111.277 0.0,    ,
89.2427 997.675 106.125,     408,                          crouch,  1.72485 -135.771 0.0,    ,
58.8159 811.244 106.125,     408,                          crouch,  5.18005 159.822 0.0,     ,
-152.888 820.019 106.125,    72 73 406 407,                stand,   10.3601 -125.932 0.0,    ,
-207.435 749.875 298.125,    70 410,                       crouch,  3.10913 -11.29 0.0,      ,
-129.675 523.887 298.125,    409 411 414 423 424,          stand,   23.3075 -40.1237 0.0,    ,
96.7843 521.723 298.125,     69 410 412 421 422 423,       stand,   15.3699 58.2974 0.0,     ,
298.042 501.856 298.125,     411 413 415 421 422,          stand,   16.7487 64.3398 0.0,     ,
314.2 690.876 298.125,       69 412 416,                   stand,   20.2039 132.027 0.0,     ,
-210.872 453.125 298.125,    410,                          crouch,  5.69641 40.1644 0.0,     ,
359.875 415.125 298.125,     412 421,                      crouch,  3.62549 134.268 0.0,     ,
347.875 800.875 298.125,     413,                          crouch,  0.516357 -108.146 0.0,   ,
133.125 839.125 298.125,     68,                           crouch,  5.18005 51.733 0.0,      ,
133.125 1231.88 298.125,     68,                           crouch,  8.1134 -27.0005 0.0,     ,
390.374 1094.24 298.125,     68,                           crouch,  7.08069 4.94226 0.0,     ,
390.847 904.117 298.125,     68,                           crouch,  13.4692 3.21741 0.0,     ,
292.428 415.125 298.125,     411 412 415 422,              crouch,  11.5686 -91.3969 0.0,    ,
202.435 415.125 298.125,     411 412 421,                  crouch,  13.4692 -90.7047 0.0,    ,
-20.5166 415.125 298.125,    410 411 424,                  crouch,  7.08069 -87.6011 0.0,    ,
-111.838 415.497 298.125,    410 423,                      crouch,  10.5304 -88.2877 0.0,    ,
374.867 1376.26 298.125,     67 426,                       crouch,  15.3699 3.73926 0.0,     ,
374.776 1466.38 298.125,     425 427,                      crouch,  16.4026 5.12353 0.0,     ,
304.65 1528.62 298.125,      426 429,                      crouch,  17.265 93.0087 0.0,      ,
162.31 1427.07 298.125,      429,                          prone,   5.18005 2.53076 0.0,     ,
315.003 1458.55 298.125,     67 427 428,                   stand,   28.3173 -123.686 0.0,    ,
352.875 1503.88 106.125,     64,                           crouch,  2.59277 -102.109 0.0,    ,
218.626 1123.13 106.125,     432,                          crouch,  3.62549 52.7712 0.0,     ,
322.406 1266.18 106.125,     63 64 431,                    stand,   10.014 42.2354 0.0,      ,
-502.257 1945.31 113.989,    79 80 178,                    stand,   11.5686 146.012 0.0,     ,
-395.129 2037.13 138.125,    435,                          crouch,  4.48792 146.172 0.0,     ,
-465.85 2065.59 138.125,     178 434 436,                  stand,   10.1898 179.674 0.0,     ,
-486.824 2242.82 138.125,    179 435 438,                  stand,   12.7771 176.746 0.0,     ,
-689.847 2541.9 138.125,     107 179 438,                  stand,   17.265 -7.13721 0.0,     ,
-508.815 2543.97 138.125,    436 437 444,                  stand,   21.0663 38.7911 0.0,     ,
-497.339 3056.99 138.125,    108 440 441 444,              stand,   15.8862 88.5208 0.0,     ,
-395.125 3348.88 138.125,    108 439 441,                  crouch,  0.862427 -120.055 0.0,   ,
-628.875 3348.88 138.125,    108 439 440,                  crouch,  3.27942 -65.6614 0.0,    ,
-1086.62 3020.3 138.125,     108,                          stand,   7.94312 -1.4408 0.0,     ,
-841.423 3145.88 138.125,    108,                          crouch,  7.76733 -63.953 0.0,     ,
-486.928 2684.9 138.125,     106 107 438 439,              stand,   22.7911 115.443 0.0,     ,
-856.422 2420.74 129.075,    181 446 447,                  stand,   20.5499 161.201 0.0,     ,
-830.464 2702.82 147.446,    107 109 445 454,              stand,   30.2179 0.965209 0.0,    ,
-815.899 1992.95 117.819,    177 178 180 181 445,          stand,   10.8765 -4.91248 0.0,    ,
-1736.24 2715.17 153.443,    109 110 181 449,              stand,   13.8153 42.5649 0.0,     ,
-1677.02 3259.67 192.597,    111 115 448,                  stand,   13.1232 74.678 0.0,      ,
-1107.13 4447.38 140.628,    114,                          crouch,  0.0 -125.086 0.0,        ,
-1914.85 4126.86 153.705,    114,                          crouch,  0.0 -56.8833 0.0,        ,
-1863.07 2151.17 108.291,    117 181 182,                  stand,   12.9474 173.418 0.0,     ,
-2605.19 2504.89 88.9016,    117,                          crouch,  5.69641 -10.1255 0.0,    ,
-791.125 2948.88 155.527,    109 110 446,                  crouch,  6.04248 -125.982 0.0,    ,
-440.236 3556.85 241.125,    113,                          prone,   11.0522 -28.2584 0.0,    ,
-586.494 3565.7 241.125,     113,                          prone,   8.63525 -173.3 0.0,      ,
-254.276 3411.49 134.024,    103 106 113 458,              stand,   -5.87219 167.71 0.0,     ,
-388.871 3698.88 139.342,    457,                          crouch,  4.14185 -56.9327 0.0,    ,
164.875 3698.88 129.653,     103,                          crouch,  3.80127 -123.581 0.0,    ,
565.877 2428.16 320.125,     461,                          crouch,  8.63525 -90.9519 0.0,    ,
563.558 2541.94 320.125,     95 96 460 462,                stand,   22.2748 159.058 0.0,     ,
848.674 2547.63 320.125,     95 461,                       crouch,  10.014 -95.275 0.0,      ,
929.528 2856.91 176.125,     89 101 464,                   stand,   16.9189 -21.9028 0.0,    ,
929.768 2589.1 176.125,      90 463 465 466,               stand,   22.2748 -167.807 0.0,    ,
1075.69 2354.09 176.125,     94 464,                       stand,   11.0522 -136.496 0.0,    ,
817.056 2365.84 176.125,     93 94 464,                    stand,   9.3219 -86.0852 0.0,     ,
923.03 1959.41 176.125,      94,                           prone,   1.2085 78.9844 0.0,      ,
995.125 4484.77 164.125,     4,                            crouch,  1.2085 -78.4827 0.0,     ,
1817.5 3868.43 214.93,       0 470,                        stand,   18.1274 -88.5077 0.0,    ,
1819.81 3593.13 168.368,     2 9 469,                      stand,   13.8153 -22.381 0.0,     ,
1924.24 3236.86 414.125,     25 472 473,                   stand,   16.2323 59.621 0.0,      ,
2067.36 3284.45 414.125,     471 473,                      stand,   18.6493 -67.2876 0.0,    ,
2088.25 3186.05 414.125,     471 472 474,                  stand,   17.9572 -85.2447 0.0,    ,
2054.58 3068.16 414.125,     473 475,                      stand,   23.8293 91.2122 0.0,     ,
2109.8 3039.74 413.125,      474,                          crouch,  20.8905 -69.0234 0.0,    ,
1703.13 3364.88 278.125,     19 477,                       crouch,  4.83398 -38.2837 0.0,    ,
1719.43 3247.26 278.125,     19 476,                       crouch,  12.431 -160.182 0.0,     ,
1843.99 2772.29 278.125,     26 479,                       stand,   36.6064 -54.0161 0.0,    ,
1840.9 2291.13 278.125,      478 481,                      stand,   15.0238 -88.3758 0.0,    ,
1957.8 2067.13 278.125,      481,                          crouch,  14.848 56.6656 0.0,      ,
1839.72 2171.67 278.125,     479 480,                      crouch,  8.98132 -160.891 0.0,    ,
2659.9 1567.51 128.125,      31 483 485 486,               stand,   20.7202 178.389 0.0,     ,
2490.15 1567.94 128.125,     482 484 505 506,              stand,   20.7202 174.071 0.0,     ,
2474.9 1711.73 128.125,      30 483 485 506,               stand,   20.0281 24.5471 0.0,     ,
2644.83 1727.24 128.125,     31 482 484,                   stand,   20.5499 -0.314941 0.0,   ,
2771.66 1428.67 128.125,     482 487,                      stand,   17.0947 -88.2001 0.0,    ,
2770.16 1242.81 128.125,     191 486 488,                  stand,   19.3414 -152.437 0.0,    ,
2801.88 1142.62 128.125,     487,                          crouch,  3.62549 131.592 0.0,     ,
2904.88 1667.13 128.125,     31,                           crouch,  8.80554 138.316 0.0,     ,
1926.63 1369.13 132.527,     190,                          crouch,  3.62549 40.2411 0.0,     ,
1926.63 1142.62 128.064,     190,                          crouch,  4.48792 23.6627 0.0,     ,
1389.68 1465.83 118.347,     84 85 493,                    stand,   8.98132 -89.7491 0.0,    ,
1329.9 1162.37 117.002,      83 194 195 492,               stand,   14.848 158.877 0.0,      ,
1016.87 1629.29 110.07,      83 84,                        stand,   7.42676 -79.411 0.0,     ,
848.091 1154.69 111.584,     83 496,                       stand,   15.8862 65.7898 0.0,     ,
798.121 1045.47 137.145,     495 497 498,                  stand,   15.0238 -92.5342 0.0,    ,
913.38 997.818 129.231,      496,                          crouch,  4.48792 143.837 0.0,     ,
678.224 1045.79 140.332,     496,                          crouch,  5.69641 5.88135 0.0,     ,
-13.125 1231.13 108.93,      78,                           crouch,  4.48792 148.061 0.0,     ,
-417.836 -2654.46 104.548,   160 213 218 501 503,          stand,   23.9996 -176.066 0.0,    ,
-628.625 -2668.92 100.064,   213 359 500 502,              stand,   31.5967 12.1294 0.0,     ,
-619.815 -2530.12 109.094,   358 501 503,                  stand,   28.3173 14.2003 0.0,     ,
-450.937 -2515.62 109.236,   159 160 500 502,              stand,   15.8862 -40.7038 0.0,    ,
2277.62 1462.76 128.125,     190 505 506,                  stand,   19.1656 22.6208 0.0,     ,
2443.18 1478.67 128.125,     483 504 508,                  stand,   18.8196 138.994 0.0,     ,
2269.71 1628.38 128.125,     483 484 504 507,              stand,   16.0565 -1.38428 0.0,    ,
2146.28 1733.48 128.125,     30 85 506 510,                stand,   14.3317 -172.661 0.0,    ,
2421.03 1268.37 128.125,     190 191 505,                  stand,   18.6493 -35.0519 0.0,    ,
1757.93 1802.82 123.408,     86 510,                       stand,   10.5304 91.6809 0.0,     ,
1908.82 1736.78 128.125,     85 507 509,                   stand,   18.1274 121.366 0.0,     ,
